Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type,PRIVATE
2530,West Sedgemoor,ST34702440,334700,124400,3002,England,7,21,1994,2016,UKBMS,N
2531,Kings Weston Down,ST550779,355000,177900,1000,England,10,9,2001,2013,UKBMS,N
2533,Blackdown Common,ST11201540,311200,115400,600,England,1,1,2000,2000,UKBMS,N
2534,Overland Copse,ST17701940,317700,119400,1500,England,9,1,2002,2002,UKBMS,N
2536,Blackdown Common New,ST11201540,311200,115400,700,England,2,3,2001,2003,UKBMS,N
2537,Mount Fancy Combined,ST24801670,324800,116700,2240,England,8,15,2002,2016,UKBMS,N
2538,Sand Point,ST32506600,332500,166000,,England,6,3,2002,2004,UKBMS,N
2539,Ubley Warren,ST50705540,350700,155400,4500,England,15,6,2002,2013,UKBMS,N
2540,Carymoor Environmental Centre,ST61503080,361500,130800,1270,England,10,15,2001,2016,UKBMS,N
2541,Crook Peak,ST390551,339000,155100,3600,England,10,15,2002,2016,UKBMS,N
2542,Shapwick Heath,ST42304120,342300,141200,4000,England,8,10,2003,2012,UKBMS,N
2543,Haddon Hill,SS97102850,297100,128500,1500,England,3,14,2003,2016,UKBMS,N
2544,Middlehope,ST330660,333000,166000,,England,5,1,2003,2003,UKBMS,N
2546,Whiteleaze,ST27302950,327300,129500,1000,England,5,14,2003,2016,UKBMS,N
2547,Congrove Field and Hanging Hill,ST71507000,371500,170000,3000,England,8,4,2004,2007,UKBMS,N
2548,Browns Folly,ST79806640,379800,166400,3300,England,7,3,2004,2006,UKBMS,N
2549,Dundon Beacon,ST48503240,348500,132400,1938,England,9,14,2003,2016,UKBMS,N
2550,Ash Priors Common,ST150280,315000,128000,,England,10,2,2004,2005,UKBMS,N
2551,Babcary Meadows,ST56502950,356500,129500,,England,6,1,2002,2002,UKBMS,N
2552,Brean Down,ST29805830,329800,158300,,England,7,6,2002,2013,UKBMS,N
2554,Crowcombe Heathfield,ST13803400,313800,134000,,England,5,8,2006,2016,UKBMS,N
2556,Redding Pit Quarry,ST53506370,353500,163700,1444,England,10,12,2005,2016,UKBMS,N
2557,Hatch Hill,ST50103370,350100,133700,2000,England,9,12,2005,2016,UKBMS,N
2558,Hellenge Hill,ST34505610,334500,156100,4600,England,6,1,2005,2005,UKBMS,N
2559,Purn Hill,ST33205760,333200,157600,800,England,3,2,2005,2006,UKBMS,N
2560,Whiteball Quarry,ST089185,308900,118500,3500,England,10,1,2005,2005,UKBMS,N
2561,Line Wood Meadow,ST30102100,330100,121000,700,England,6,3,2005,2007,UKBMS,N
2562,"Hucker's Bow, Sand Point",ST34806650,334800,166500,1950,England,4,11,2006,2016,UKBMS,N
2563,Staple & Ruttersleigh Commons,ST26601580,326600,115800,,England,5,3,2006,2008,UKBMS,N
2565,"Witcombe, Montacute",ST48501600,348500,116000,2350,England,7,4,2007,2010,UKBMS,N
2566,Westbury Beacon,ST50105070,350100,150700,1270,England,6,10,2007,2016,UKBMS,N
2567,Sharman Sanctuary,ST23501520,323500,115200,340,England,4,1,2007,2007,UKBMS,N
2568,Hillfarrance Flood Diversion Channel,ST165245,316500,124500,,England,1,2,2006,2007,UKBMS,N
2569,Neroche Parish Hall,ST28301870,328300,118700,100,England,1,1,2007,2007,UKBMS,N
2570,Walton Common,ST42807380,342800,173800,2120,England,10,10,2007,2016,UKBMS,N
2571,Weston Moor Nature Reserve,ST440742,344000,174200,2200,England,9,10,2007,2016,UKBMS,N
2572,Carymoor: Upper Dauntsey Field,ST61803190,361800,131900,650,England,4,9,2007,2016,UKBMS,N
2573,Brent Knoll,ST34105100,334100,151000,2000,England,9,9,2008,2016,UKBMS,N
2574,Sand Point (2008),ST320660,332000,166000,2825,England,7,9,2008,2016,UKBMS,N
2575,Draycott Sleights (2008),ST483516,348300,151600,1943,England,6,9,2008,2016,UKBMS,N
2576,Hinkley Point Nature Reserve Revised,ST20804580,320800,145800,,England,13,1,2008,2008,UKBMS,N
2577,Milton Hill,ST533472,353300,147200,2000,England,8,1,2008,2008,UKBMS,N
2578,Dunwell Fields,ST396372,339600,137200,1155,England,3,9,2008,2016,UKBMS,N
2579,Westfield Monument Strip,ST494339,349400,133900,2332,England,14,9,2008,2016,UKBMS,N
2581,Bossington,SS905485,290500,148500,2600,England,8,9,2008,2016,UKBMS,N
2582,Wookey Hole Fields,ST534480,353400,148000,2000,England,9,9,2008,2016,UKBMS,N
2583,Kings Castle Wood,ST568456,356800,145600,1750,England,6,8,2009,2016,UKBMS,N
2584,Dunball-Puriton Access Land,ST313411,331300,141100,3475,England,7,4,2009,2012,UKBMS,N
2585,"Church Farm, Stratton-on-the-Fosse",ST658506,365800,150600,2600,England,8,4,2009,2012,UKBMS,N
2586,Lords Wood,ST633632,363300,163200,2000,England,5,7,2009,2016,UKBMS,N
2587,Walton Hill,ST466350,346600,135000,2450,England,14,8,2009,2016,UKBMS,N
2588,Clifton-Durdham Down,ST566743,356600,174300,3510,England,10,7,2010,2016,UKBMS,N
2589,Charfield Meadow,ST717936,371700,193600,500,England,2,5,2010,2016,UKBMS,N
2590,Folly Farm,ST605605,360500,160500,1500,England,8,5,2009,2016,UKBMS,N
2591,Goblin Combe,ST471652,347100,165200,350,England,3,4,2010,2013,UKBMS,N
2592,Weston Big Wood,ST457752,345700,175200,1650,England,8,8,2008,2016,UKBMS,N
2594,"The Gulley & Walcombe Slade, Avon Gorge",ST563746,356300,174600,1320,England,10,7,2010,2016,UKBMS,N
2595,Green Down,ST517288,351700,128800,1411,England,8,6,2011,2016,UKBMS,N
2596,"Park Wood, Chaffcombe",ST357100,335700,110000,1630,England,5,6,2011,2016,UKBMS,N
2597,Lynchcombe,ST516490,351600,149000,1650,England,8,9,2008,2016,UKBMS,N
2598,Hinkley Point 2010,ST210460,321000,146000,3010,England,7,4,2010,2013,UKBMS,N
2599,Combe Hollow,ST498327,349800,132700,831,England,7,6,2011,2016,UKBMS,N
2601,Cashel,NS400940,240000,694000,5309,Scotland,10,9,1998,2007,UKBMS,N
2602,Loch Gruinart (Comp. AO60 - Craig Mhor),NR27506950,127500,669500,1200,Scotland,7,19,1995,2016,UKBMS,N
2603,Loch Gruinart (AO48),NR27706810,127700,668100,400,Scotland,8,10,2006,2016,UKBMS,N
2605,Falls of Clyde,NS88204220,288200,642200,1454,Scotland,11,13,2001,2016,UKBMS,N
2608,Allt cheanna Muir,NN10509130,210500,791300,1258,Scotland,5,14,2002,2016,UKBMS,N
2609,Allt Mhuic - Loch Arkaig,NN120911,212000,791100,1620,Scotland,7,14,2002,2016,UKBMS,N
2610,Polloch,NM79206880,179200,768800,1644,Scotland,9,10,2002,2016,UKBMS,N
2612,The Lein,NJ33306570,333300,865700,1100,Scotland,5,16,1997,2014,UKBMS,N
2613,Crombie Country Park,NO520400,352000,740000,6210,Scotland,13,14,2001,2015,UKBMS,N
2614,Kinghill Country Park,NS85605670,285600,656700,2150,Scotland,7,1,2003,2003,UKBMS,N
2615,Baluain,NN840670,284000,767000,1000,Scotland,10,13,2002,2015,UKBMS,N
2616,Newhailes,NT32807270,332800,672700,2458,Scotland,12,14,2003,2016,UKBMS,N
2617,Cathkin Braes,NS610580,261000,658000,,Scotland,13,3,1998,2000,UKBMS,N
2618,Cathkin Braes (2),NS61405830,261400,658300,1450,Scotland,15,9,2001,2016,UKBMS,N
2619,Arienas Wood,NM680520,168000,752000,2250,Scotland,15,20,1989,2012,UKBMS,N
2620,Auchtermuchty Common,NO240131,324000,713100,2000,Scotland,10,7,2003,2016,UKBMS,N
2621,Gailes Marsh,NS32703570,232700,635700,2001,Scotland,10,1,2003,2003,UKBMS,N
2622,Harestanes,NT64102440,364100,624400,1860,Scotland,8,5,2003,2007,UKBMS,N
2623,Rockcliffe,NX84305420,284300,554200,2883,Scotland,10,7,2003,2016,UKBMS,N
2624,Greenhead Moss,NS81305490,281300,654900,2500,Scotland,10,1,2003,2003,UKBMS,N
2625,Beinn Leamhaid,NM96506150,196500,761500,,Scotland,15,1,2003,2003,UKBMS,N
2626,Doire Donn,NN05507050,205500,770500,,Scotland,15,1,2003,2003,UKBMS,N
2627,Mugdock CP (Mugdock 1 Craigend Field & Peitches Mr,NS54907770,254900,677700,179,Scotland,6,10,2001,2010,UKBMS,N
2628,Commonhead Moss,NS700660,270000,666000,1700,Scotland,6,13,1999,2015,UKBMS,N
2629,Acharn Hill,NM51806910,151800,769100,1720,Scotland,15,9,1989,2002,UKBMS,N
2630,RSPB Scotland Baron's Haugh reserve,NS750550,275000,655000,2350,Scotland,12,13,2003,2016,UKBMS,N
2631,CAERLAVEROCK NATIONAL NATURE RESERVE,NY04406510,304400,565100,1780,Scotland,5,3,2004,2006,UKBMS,N
2632,Caerlaverock WWT,NY05706630,305700,566300,1760,Scotland,4,7,2004,2012,UKBMS,N
2634,Cam Chreag,NN37503350,237500,733500,1200,Scotland,12,3,2001,2003,UKBMS,N
2635,"Carr Brae, Dornie",NG91402500,191400,825000,650,Scotland,5,8,2004,2011,UKBMS,N
2636,Clunes,NN78606730,278600,767300,1375,Scotland,14,5,2004,2008,UKBMS,N
2637,Dunnet butterfly transect,ND22306980,322300,969800,1250,Scotland,11,26,1986,2016,UKBMS,N
2638,Cream o' Galloway,NX59905180,259900,551800,1036,Scotland,12,1,2004,2004,UKBMS,N
2639,Dalbeattie Forest - 'Lovers Loup',NX86505690,286500,556900,1300,Scotland,8,6,2004,2009,UKBMS,N
2640,Eglinton Park,NS330410,233000,641000,1400,Scotland,10,13,2003,2015,UKBMS,N
2641,Glencoe,NN118567,211800,756700,3640,Scotland,9,14,2003,2016,UKBMS,N
2642,Knockman Wood,NX40706850,240700,568500,1900,Scotland,5,1,2004,2004,UKBMS,N
2643,Knowetop Lochs,NX70507850,270500,578500,1350,Scotland,5,13,2004,2016,UKBMS,N
2644,Mugdock CP 3 - Castle Park,NS55207690,255200,676900,71,Scotland,3,9,2001,2010,UKBMS,N
2645,Mugdock CP 4 - Khyber Fields,NS54407730,254400,677300,121,Scotland,5,9,2001,2010,UKBMS,N
2646,Mugdock CP 5 - Mugdock Wood,NS54507660,254500,676600,114,Scotland,5,9,2001,2010,UKBMS,N
2647,Sorbie,NX44504540,244500,545400,2270,Scotland,10,1,2004,2004,UKBMS,N
2648,South Haugh,NS73105540,273100,655400,1601,Scotland,9,12,2005,2016,UKBMS,N
2649,Langlands Moss,NS63805100,263800,651000,2140,Scotland,10,8,2005,2012,UKBMS,N
2650,Ardersier,NH77905580,277900,855800,1975,Scotland,13,7,2003,2014,UKBMS,N
2651,Glen Girnaig,NN940660,294000,766000,,Scotland,5,6,2005,2010,UKBMS,N
2652,Holyrood Park - Hunters Bog,NT27407340,327400,673400,1860,Scotland,6,12,2005,2016,UKBMS,N
2654,Darnley Mill,NS52505880,252500,658800,2500,Scotland,10,1,2006,2006,UKBMS,N
2655,Dornoch Beach,NH80408920,280400,889200,2326,Scotland,8,7,2006,2013,UKBMS,N
2656,Dunsapie Crag,NT28207320,328200,673200,1330,Scotland,10,15,2002,2016,UKBMS,N
2657,Salisbury Crags,NT26707320,326700,673200,2570,Scotland,11,15,2002,2016,UKBMS,N
2658,Killean Lismore,NM84904170,184900,741700,1031,Scotland,10,2,2006,2007,UKBMS,N
2660,Forfar Loch C.P,NO40105040,340100,750400,3614,Scotland,12,2,2005,2006,UKBMS,N
2661,Bowhill,NT42802770,342800,627700,1460,Scotland,8,5,2007,2012,UKBMS,N
2662,Isle of Eigg,NM48208460,148200,784600,2100,Scotland,5,26,1988,2016,UKBMS,N
2663,Nethy Bridge,NJ001205,300100,820500,2675,Scotland,8,1,2008,2008,UKBMS,N
2664,Ben Lomond - Ptarmigan path,NN36200010,236200,700100,1911,Scotland,8,1,2007,2007,UKBMS,N
2665,Sanford Moor,NS72304340,272300,643400,1535,Scotland,9,10,2007,2016,UKBMS,N
2666,Balblair Wood,NH590940,259000,894000,1775,Scotland,15,10,2007,2016,UKBMS,N
2668,Polymaily,NH48503050,248500,830500,1350,Scotland,11,10,2007,2016,UKBMS,N
2669,Aberlady Bay,NT465815,346500,681500,3924,Scotland,12,10,2007,2016,UKBMS,N
2670,John Muir Country Park,NT650761,365000,676100,2937,Scotland,5,7,2009,2016,UKBMS,N
2671,Yellowcraig,NT516854,351600,685400,1050,Scotland,8,7,2009,2015,UKBMS,N
2672,Levenhall,NT358735,335800,673500,3240,Scotland,9,4,2013,2016,UKBMS,N
2673,Gullane East,NT481834,348100,683400,1887,Scotland,12,7,2009,2016,UKBMS,N
2674,Alva Glen,NS885978,288500,697800,2260,Scotland,9,2,2008,2009,UKBMS,N
2675,SWT Gailes Marsh,NS324358,232400,635800,2000,Scotland,6,3,2009,2011,UKBMS,N
2676,Clune,NT170954,317000,695400,2540,Scotland,10,5,2007,2015,UKBMS,N
2677,Craigmillar Castle Park,NT28607120,328600,671200,2130,Scotland,8,8,2008,2016,UKBMS,N
2678,Meadows Yard LNR,NT29307530,329300,675300,550,Scotland,6,8,2008,2016,UKBMS,N
2679,"Cocksburn Reservoir, Bridge of Allan",NS805985,280500,698500,1500,Scotland,10,7,2009,2016,UKBMS,N
2680,Blackness Transect,NT055797,305500,679700,1650,Scotland,8,6,2007,2012,UKBMS,N
2681,Linlithgow Loch Transect 1 - Fiddlers Croft,NT008776,300800,677600,960,Scotland,7,7,2006,2012,UKBMS,N
2682,Linlithgow Loch Transect 2 - North Side,NT002777,300200,677700,1590,Scotland,7,7,2006,2012,UKBMS,N
2683,Loch Gruinart - Creag Mhor North,NR272697,127200,669700,,Scotland,14,9,2006,2016,UKBMS,N
2684,David Marshall Lodge Transect,NN520014,252000,701400,2585,Scotland,9,5,2009,2013,UKBMS,N
2685,Cullaloe Local Nature Reserve,NT187875,318700,687500,1300,Scotland,7,5,2009,2014,UKBMS,N
2686,Glen Fender,NN895678,289500,767800,1085,Scotland,7,6,2009,2015,UKBMS,N
2687,Archerfield & Renaissance,NT502851,350200,685100,2940,Scotland,13,1,2009,2009,UKBMS,N
2688,Cammo Estate,NT175747,317500,674700,2175,Scotland,9,7,2009,2016,UKBMS,N
2689,Gullane West,NT468830,346800,683000,1877,Scotland,11,5,2009,2014,UKBMS,N
2690,Barns Ness,NT718771,371800,677100,2283,Scotland,6,8,2009,2016,UKBMS,N
2691,Hailes ROW,NT592774,359200,677400,2568,Scotland,10,8,2009,2016,UKBMS,N
2692,South Glendale,NF791145,79100,814500,3710,Scotland,6,3,2009,2011,UKBMS,N
2693,Loch Leven - Burleigh (1-4),NO131036,313100,703600,,Scotland,4,2,2008,2009,UKBMS,N
2694,Loch Leven - Findatie (5-7),NT174992,317400,699200,,Scotland,3,2,2008,2009,UKBMS,N
2695,Loch Leven - Railway (8-10),NO122010,312200,701000,,Scotland,3,2,2008,2009,UKBMS,N
2696,Loch Leven - Vane (11-14),NT155993,315500,699300,,Scotland,4,1,2009,2009,UKBMS,N
2697,Jupiter Urban Wildlife Centre,NS918810,291800,681000,1173,Scotland,11,7,2010,2016,UKBMS,N
2698,Alva Glen revised,NS885978,288500,697800,1370,Scotland,6,6,2010,2016,UKBMS,N
2699,Glasgow Museums Resource Centre,NS517600,251700,660000,725,Scotland,7,8,2009,2016,UKBMS,N
2700,Crewe Business Park,SJ72405500,372400,355000,2014,England,15,6,1996,2001,UKBMS,N
2701,Hall Dale,SK13405350,413400,353500,2275,England,8,14,1992,2007,UKBMS,N
2702,Bradburys (Huberts) Bank,SK15105610,415100,356100,2000,England,9,13,1994,2007,UKBMS,N
2705,Dane-in-Shaw Pasture,SJ87806260,387800,362600,1864,England,13,17,2000,2016,UKBMS,N
2706,Thurstaston Common,SJ24808460,324800,384600,,England,,10,1995,2004,UKBMS,N
2707,Crewe Business Park New Route,SJ72405500,372400,355000,1879,England,15,2,2002,2003,UKBMS,N
2708,Swettenham Meadows,SJ80406750,380400,367500,1670,England,7,11,2005,2016,UKBMS,N
2709,Woolston Eyes,SJ65208810,365200,388100,1920,England,11,10,2006,2016,UKBMS,N
2710,Inner Marsh Farm,SJ30507380,330500,373800,919,England,5,5,2006,2011,UKBMS,N
2711,Far Hill Hollow. Wetton Hills,SK09803550,409800,335500,2071,England,10,7,2005,2011,UKBMS,N
2712,Reddish Vale,SJ90509330,390500,393300,1460,England,9,6,2007,2012,UKBMS,N
2713,Brereton Heath Country Park,SJ797651,379700,365100,2420,England,12,7,2010,2016,UKBMS,N
2714,Parkgate Old Quay,SJ286767,328600,376700,3960,England,6,4,2010,2014,UKBMS,N
2715,Parkgate School,SJ282792,328200,379200,2600,England,2,1,2010,2010,UKBMS,N
2716,Marbury,SJ651777,365100,377700,2120,England,13,6,2011,2016,UKBMS,N
2717,Parkgate School (2011),SJ282792,328200,379200,2680,England,3,3,2011,2014,UKBMS,N
2718,Teggs Nose,SJ947723,394700,372300,2350,England,6,4,2013,2016,UKBMS,N
2719,Danes Moss to Sutton Reservoir,SJ910706,391000,370600,2500,England,7,2,2015,2016,UKBMS,N
2720,Tytherington - Marlborough Drive Woods,SJ918756,391800,375600,900,England,5,2,2015,2016,UKBMS,N
2800,Breadsall Cutting,SK38503970,438500,339700,2000,England,1,35,1982,2016,UKBMS,N
2801,Friargate Station,SK34503630,434500,336300,2000,England,1,31,1981,2011,UKBMS,N
2802,West Hallam Ash Tip,SK44204250,444200,342500,1500,England,1,30,1987,2016,UKBMS,N
2805,Carsington Water,SK24805280,424800,352800,1600,England,10,23,1994,2016,UKBMS,N
2806,Aston Brickyard Plantation,SK41403050,441400,330500,1000,England,1,17,2000,2016,UKBMS,N
2807,Daneshill Gravel Pits (North),SK66608670,466600,386700,1400,England,,3,1994,2000,UKBMS,N
2809,Fosse Meadows,SP48909110,448900,291100,2500,England,,2,1997,1998,UKBMS,N
2811,Gunthorpe Gravel Pits,SK67204440,467200,344400,2600,England,12,1,2000,2000,UKBMS,N
2813,Sherwood Forest,SK62506250,462500,362500,,England,,4,1997,2000,UKBMS,N
2817,Derbyshire Dales Section 12,SK16106610,416100,366100,500,England,1,16,2001,2016,UKBMS,N
2818,"Shiningford, Carsington Water",SK230510,423000,351000,1900,England,10,9,2008,2016,UKBMS,N
2819,"Cinderhill, Shipley Country Park, Heanor",SK430450,443000,345000,2400,England,1,9,2008,2016,UKBMS,N
2820,"Darley and Nutwood Wildlife Site, Derby",SK355388,435500,338800,1350,England,8,8,2009,2016,UKBMS,N
2821,"Eyes Meadow, Duffield",SK348433,434800,343300,1000,England,1,7,2010,2016,UKBMS,N
2822,"Brocks Hill Country Park, Leicester",SP619996,461900,299600,3200,England,10,8,2009,2016,UKBMS,N
2824,Crich Chase Meadows,SK352523,435200,352300,2000,England,10,5,2012,2016,UKBMS,N
2825,Millers Dale Quarry,SK140731,414000,373100,2057,England,10,5,2012,2016,UKBMS,N
2826,Chee Dale NR,SK128735,412800,373500,3950,England,10,5,2012,2016,UKBMS,N
2827,"Woodside NR, Shipley",SK448436,444800,343600,3650,England,10,5,2012,2016,UKBMS,N
2828,"Avenue Washlands NR, Wingerworth",SK398668,439800,366800,1850,England,10,5,2012,2016,UKBMS,N
2829,Saffron Acres,SK589013,458900,301300,480,England,6,1,2012,2012,UKBMS,N
2830,Beeston Sidings,SK5437,454000,337000,600,England,3,3,2014,2016,UKBMS,N
2831,"Potwell Dyke Grasslands, Southwell",SK704535,470400,353500,730,England,7,3,2014,2016,UKBMS,N
2832,"Hammersmith Meadows LNR, Ripley",SK398515,439800,351500,665,England,4,3,2014,2016,UKBMS,N
2833,"Carr Wood LNR, Ripley",SK402511,440200,351100,890,England,7,3,2014,2016,UKBMS,N
2834,"Erewash Field, Long Eaton",SK506332,450600,333200,1400,England,1,4,2013,2016,UKBMS,N
2835,Attenborough Nature Reserve,SK521341,452100,334100,2625,England,6,1,2013,2013,UKBMS,N
2836,Drakelow NR North,SK226204,422600,320400,1250,England,1,4,2013,2016,UKBMS,N
2837,Drakelow NR South,SK225197,422500,319700,950,England,1,4,2013,2016,UKBMS,N
2838,Bingham Linear Park,SK715385,471500,338500,3000,England,8,4,2013,2016,UKBMS,N
2839,Poulter Country Park,SK525706,452500,370600,2095,England,11,4,2013,2016,UKBMS,N
2840,Creswell Crags,SK532741,453200,374100,1569,England,10,4,2013,2016,UKBMS,N
2841,Hollinhill & Markland Grips,SK507751,450700,375100,1910,England,10,4,2013,2016,UKBMS,N
2842,Whitwell Woods,SK524780,452400,378000,2180,England,10,4,2013,2016,UKBMS,N
2843,Radcliffe Wood,SK650381,465000,338100,4060,England,10,4,2013,2016,UKBMS,N
2844,"Greenfields, Buxworth",SK025821,402500,382100,1452,England,7,4,2013,2016,UKBMS,N
2845,Jim Mart Nature Reserve,SK367648,436700,364800,350,England,6,4,2013,2016,UKBMS,N
2846,Toton Washlands,SK485346,448500,334600,2882,England,6,4,2013,2016,UKBMS,N
2847,Toton Railway Sidings,SK492343,449200,334300,777,England,7,4,2013,2016,UKBMS,N
2848,Ticknall Limeyards,SK357237,435700,323700,2050,England,8,1,2013,2013,UKBMS,N
2849,Findern Footpaths,SK314303,431400,330300,2085,England,10,4,2013,2016,UKBMS,N
2850,Calke Park,SK363229,436300,322900,2450,England,6,1,2013,2013,UKBMS,N
2851,Rosliston Forestry Centre,SK245177,424500,317700,2163,England,8,4,2013,2016,UKBMS,N
2852,Hartshorne Wood,SK330218,433000,321800,2088,England,10,4,2013,2016,UKBMS,N
2853,Gresley Wood,SK295175,429500,317500,1876,England,8,4,2013,2016,UKBMS,N
2854,Markham North Tip,SK453729,445300,372900,2720,England,10,4,2013,2016,UKBMS,N
2855,Hartington Meadows,SK152611,415200,361100,2012,England,10,4,2013,2016,UKBMS,N
2856,Kedleston Park,SK313412,431300,341200,2190,England,8,4,2013,2016,UKBMS,N
2857,Nestles Meadow Hatton,SK215295,421500,329500,917,England,4,4,2013,2016,UKBMS,N
2858,Clough Wood (Darley Bridge),SK257617,425700,361700,1190,England,8,3,2014,2016,UKBMS,N
2859,Belper Parks LNR,SK352472,435200,347200,2251,England,10,3,2014,2016,UKBMS,N
2860,"Wyver Lane, Belper",SK343493,434300,349300,2130,England,4,3,2014,2016,UKBMS,N
2861,"Sturgess Fields, Derby",SK339372,433900,337200,1215,England,10,1,2014,2014,UKBMS,N
2862,Willington Power Station,SK302288,430200,328800,1900,England,4,1,2014,2014,UKBMS,N
2863,Pleasley Pit LNR,SK498644,449800,364400,3120,England,10,3,2014,2016,UKBMS,N
2864,Allestree Park LNR,SK350405,435000,340500,1800,England,4,3,2014,2016,UKBMS,N
2865,Doe Lea & Glapwell Pit,SK467671,446700,367100,2800,England,10,3,2014,2016,UKBMS,N
2866,Blackwell Trail,SK430576,443000,357600,2003,England,8,3,2014,2016,UKBMS,N
2867,Alsop Moor,SK158571,415800,357100,2775,England,4,3,2014,2016,UKBMS,N
2868,Denby Footpaths,SK393465,439300,346500,1610,England,5,3,2014,2016,UKBMS,N
2869,Mickleover Meadows LNR,SK314357,431400,335700,1545,England,8,3,2014,2016,UKBMS,N
2870,Carr Vale NR,SK461702,446100,370200,2300,England,10,3,2014,2016,UKBMS,N
2871,"Forbes Hole LNR, Long Eaton",SK495324,449500,332400,1205,England,7,3,2014,2016,UKBMS,N
2872,"Longsidings Quarry, Buxton",SK095758,409500,375800,1235,England,6,1,2014,2014,UKBMS,N
2873,Hardwick Hall Gardens,SK462636,446200,363600,1450,England,8,3,2014,2016,UKBMS,N
2874,Northwood Carr,SK270648,427000,364800,2125,England,8,3,2014,2016,UKBMS,N
2875,Kirk Hallam Lakes & Meadows,SK453408,445300,340800,2120,England,6,3,2014,2016,UKBMS,N
2876,Seale Wood,SK301142,430100,314200,1318,England,6,3,2014,2016,UKBMS,N
2877,Pick Triangle Wood,SK308177,430800,317700,1609,England,10,3,2014,2016,UKBMS,N
2878,Sence Valley Country Park,SK400112,440000,311200,2410,England,10,3,2014,2016,UKBMS,N
2879,"Hicks Lodge, Leicestershire",SK329156,432900,315600,1670,England,9,3,2014,2016,UKBMS,N
2880,Bardon Hill Quarry,SK463130,446300,313000,2464,England,8,1,2014,2014,UKBMS,N
2881,Hardwick Hall,SK461633,446100,363300,2050,England,10,3,2014,2016,UKBMS,N
2882,Hardwick Park,SK453640,445300,364000,2450,England,10,3,2014,2016,UKBMS,N
2883,"Hoe Grange Quarry, Longcliffe",SK222561,422200,356100,850,England,1,2,2015,2016,UKBMS,N
2884,"Deep Dale NR, Sheldon",SK168701,416800,370100,1580,England,5,2,2015,2016,UKBMS,N
2885,"National Stone Centre, Wirksworth",SK285554,428500,355400,1060,England,10,2,2015,2016,UKBMS,N
2886,Rose End Meadows NR,SK291566,429100,356600,956,England,10,2,2015,2016,UKBMS,N
2887,Cromford Canal - North,SK305566,430500,356600,1700,England,8,2,2015,2016,UKBMS,N
2888,Cromford Canal - Centre,SK324556,432400,355600,2500,England,10,2,2015,2016,UKBMS,N
2889,Cromford Canal - South,SK339535,433900,353500,1800,England,10,2,2015,2016,UKBMS,N
2890,Swadlincote Woodlands,SK307195,430700,319500,2472,England,10,2,2015,2016,UKBMS,N
2891,Williamthorpe LNR,SK434666,443400,366600,3442,England,10,2,2015,2016,UKBMS,N
2892,"Grin Low Wood, Buxton",SK052721,405200,372100,3200,England,8,2,2015,2016,UKBMS,N
2893,Allestree Park Woodlands (North),SK342408,434200,340800,815,England,7,2,2015,2016,UKBMS,N
2894,ANR Corbetts & Glebe,SK524349,452400,334900,1500,England,6,2,2015,2016,UKBMS,N
2895,ANR-Riverside Path,SK525335,452500,333500,1000,England,4,2,2015,2016,UKBMS,N
2896,Clumber Park,SK463374,446300,337400,2748,England,8,2,2015,2016,UKBMS,N
2897,Netherfield Lagoons,SK635400,463500,340000,2820,England,6,2,2015,2016,UKBMS,N
2898,Newstead Abbey Park,SK547545,454700,354500,900,England,9,1,2015,2015,UKBMS,N
2899,Wollaton Hall Park,SK535395,453500,339500,700,England,7,2,2015,2016,UKBMS,N
2900,Hart Warren Dunes,NZ490365,449000,536500,2250,England,8,3,1998,2000,UKBMS,N
2901,Cowpen Bewley 2 (Woodland Park),NZ48102530,448100,525300,3246,England,9,21,1996,2016,UKBMS,N
2902,Cassop Vale,NZ32503850,432500,538500,1443,England,14,2,1990,1991,UKBMS,N
2903,Sherburn Hill,NZ33104170,433100,541700,1304,England,,2,1990,1991,UKBMS,N
2905,Thrislington Plantation,NZ31603250,431600,532500,2024,England,14,17,1999,2016,UKBMS,N
2906,Trimdon Railway Walk (Raisby Way),NZ36503550,436500,535500,2900,England,13,6,1999,2004,UKBMS,N
2909,The Whinnies,NZ35201370,435200,513700,2200,England,14,16,2001,2016,UKBMS,N
2910,Rainton Meadows,NZ32504850,432500,548500,3582,England,14,3,2000,2002,UKBMS,N
2911,Raisby Hill Grassland,NZ33603550,433600,535500,1850,England,9,16,2001,2016,UKBMS,N
2912,Great Whittington,NZ00507080,400500,570800,2500,England,3,2,2002,2003,UKBMS,N
2913,Kelloe Way,NZ34103600,434100,536000,1950,England,15,6,2002,2007,UKBMS,N
2915,Tees Railway Walk,NY99502050,399500,520500,2215,England,10,14,2003,2016,UKBMS,N
2916,Trimdon Pit Heap,NZ36503570,436500,535700,1400,England,11,5,2000,2004,UKBMS,N
2917,Cow Plantation,NZ25603480,425600,534800,1500,England,6,5,2003,2007,UKBMS,N
2918,Trimdon Grange Quarry,NZ36603580,436600,535800,350,England,1,6,1999,2004,UKBMS,N
2919,Billingham Beck Valley Country Park,NZ45402280,445400,522800,4180,England,12,1,2003,2003,UKBMS,N
2920,Derwent Walk Country Park,NZ180598,418000,559800,2230,England,12,8,2003,2011,UKBMS,N
2921,Greencroft Heath LNR,NZ16505110,416500,551100,1500,England,7,3,2003,2005,UKBMS,N
