Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type,PRIVATE
4047,Harmondsworth Moor,TQ050775,505000,177500,3000,England,15,1,2016,2016,,N
4048,Aldbury Nowers N1,SP949138,494900,213800,230,England,4,1,2016,2016,,N
4049,Bardon Clumps,TL318155,531800,215500,500,England,1,1,2016,2016,,N
4050,Bencroft Field,TL330062,533000,206200,300,England,1,1,2016,2016,,N
4051,London Zoo Car Park,TQ283836,528300,183600,780,England,4,1,2016,2016,,N
4100,Bonne Terre,WA564073,384457,-20461,,Channel Isles,6,6,2008,2015,UKBMS,N
4101,Longis,WA599081,387967,-19708,,Channel Isles,12,7,2008,2016,UKBMS,N
4102,Trois Vaux,WA556062,383642,-21551,,Channel Isles,6,7,2008,2016,UKBMS,N
4103,Blaye,WA575065,385546,-21276,2929,Channel Isles,10,5,2009,2015,UKBMS,N
4104,Community Woodland,WA585077,386562,-20089,,Channel Isles,12,3,2010,2012,UKBMS,N
4200,Castle Semple Country Park,NS367600,236700,660000,3207,Scotland,10,7,2010,2016,UKBMS,N
4201,Earshaig,NT048026,304800,602600,1200,Scotland,12,5,2010,2015,UKBMS,N
4202,Glasdrum Mountain Ringlet,NM996463,199600,746300,2000,Scotland,2,12,2002,2015,UKBMS,N
4203,Greenock Cut,NS247720,224700,672000,2300,Scotland,12,7,2010,2016,UKBMS,N
4204,Lower Meadow Valleyfield,NT004862,300400,686200,1392,Scotland,9,2,2010,2011,UKBMS,N
4205,RSPB Lochwinnoch,NS358581,235800,658100,1800,Scotland,7,1,2010,2010,UKBMS,N
4206,Castlehill,ND194684,319400,968400,3498,Scotland,12,7,2010,2016,UKBMS,N
4207,Haddington Clerkington,NT508732,350800,673200,2646,Scotland,8,6,2011,2016,UKBMS,N
4208,Glen Ogle,NN580256,258000,725600,1900,Scotland,10,4,2008,2011,UKBMS,N
4209,Garscube Colliery,NS571696,257100,669600,1000,Scotland,6,1,2011,2011,UKBMS,N
4210,Hurlethill,NS513614,251300,661400,2100,Scotland,8,6,2011,2016,UKBMS,N
4211,Robroyston Park LNR,NS629681,262900,668100,1845,Scotland,10,6,2011,2016,UKBMS,N
4212,Lochgoin Reservoir,NS535474,253500,647400,1040,Scotland,8,2,2011,2016,UKBMS,N
4213,Southannan Sands,NS195522,219500,652200,3100,Scotland,10,4,2011,2014,UKBMS,N
4214,Archerfield,NT517841,351700,684100,2149,Scotland,8,5,2012,2016,UKBMS,N
4215,Hopetoun House Transect one,NT088790,308800,679000,2225,Scotland,12,3,2012,2016,UKBMS,N
4216,Hopetoun House Transect Two,NT088790,308800,679000,1620,Scotland,9,3,2012,2016,UKBMS,N
4217,Uphall to Almondell Viaduct,NT075697,307500,669700,3050,Scotland,8,1,2012,2012,UKBMS,N
4218,"Ettrick Water, Selkirk",NT467293,346700,629300,1740,Scotland,11,1,2012,2012,UKBMS,N
4219,Kelvingrove Park,NS568662,256800,666200,1977,Scotland,13,1,2012,2012,UKBMS,N
4220,Malls Mire,NS603621,260300,662100,790,Scotland,7,1,2012,2012,UKBMS,N
4221,Langlands Moss LNR,NS634514,263400,651400,2000,Scotland,8,4,2013,2016,UKBMS,N
4222,Ballinlaggan,NH948245,294800,824500,1000,Scotland,5,4,2013,2016,UKBMS,N
4223,Hogganfield Park LNR,NS645671,264500,667100,,Scotland,,3,2013,2015,UKBMS,N
4224,Rogart Quarry,NC742015,274200,901500,,Scotland,,4,2013,2016,UKBMS,N
4225,Lein - Binn Hill forest,NJ320660,332000,866000,,Scotland,,2,2013,2014,UKBMS,N
4226,Ardochrig Hill,NS637469,263700,646900,,Scotland,,4,2013,2016,UKBMS,N
4227,Beinn Eighe,NH025620,202500,862000,,Scotland,,3,2013,2016,UKBMS,N
4228,Inverinan,NM990179,199000,717900,,Scotland,,4,2013,2016,UKBMS,N
4229,"Leanachan, Spean Bridge",NN240796,224000,779600,,Scotland,,4,2013,2016,UKBMS,N
4230,Loch Avich,NM961147,196100,714700,,Scotland,,4,2013,2016,UKBMS,N
4231,Torlundy,NN160782,216000,778200,,Scotland,,4,2013,2016,UKBMS,N
4232,Glen Loy Oakwood,NN138828,213800,782800,,Scotland,,3,2013,2016,UKBMS,N
4233,Clunes Forest,NN205886,220500,788600,,Scotland,,3,2013,2016,UKBMS,N
4234,Allean Forest West,NN852601,285200,760100,,Scotland,,4,2013,2016,UKBMS,N
4235,Allean Forest East,NN874604,287400,760400,,Scotland,,3,2013,2016,UKBMS,N
4236,Callop River,NM922794,192200,779400,,Scotland,,4,2013,2016,UKBMS,N
4237,"Cadderlie, Loch Etive",NN056387,205600,738700,,Scotland,,4,2013,2016,UKBMS,N
4238,Cambus O' May,NO400982,340000,798200,,Scotland,,4,2013,2016,UKBMS,N
4240,Dahl,NM792684,179200,768400,,Scotland,,4,2013,2016,UKBMS,N
4241,Loch Achonachie,NH435551,243500,855100,,Scotland,,4,2013,2016,UKBMS,N
4242,"Barrs, Loch Etive",NN071401,207100,740100,,Scotland,,4,2013,2016,UKBMS,N
4243,Tummel Bridge West,NN771594,277100,759400,,Scotland,,4,2013,2016,UKBMS,N
4244,Kippen - Settie/Claylands,NS637943,263700,694300,,Scotland,,1,2013,2013,UKBMS,N
4245,Loch Garve,NH411602,241100,860200,,Scotland,,4,2013,2016,UKBMS,N
4246,Black Craig PBF Timed Count 1,NN578925,257800,792500,,Scotland,,4,2013,2016,UKBMS,N
4247,Black Craig PBF Timed Count 2,NN575922,257500,792200,,Scotland,,4,2013,2016,UKBMS,N
4248,Tummel Bridge East,NN791596,279100,759600,,Scotland,,3,2013,2016,UKBMS,N
4249,"Inver Plantation, Braemar",NO212923,321200,792300,,Scotland,,4,2013,2016,UKBMS,N
4250,The Black Wood Laggan,NN573912,257300,791200,,Scotland,,4,2013,2016,UKBMS,N
4251,Mersehead RSPB,NX930556,293000,555600,2700,Scotland,6,2,2014,2015,UKBMS,N
4252,Glen Creran - Powerline,NN039487,203900,748700,3500,Scotland,13,3,2014,2016,UKBMS,N
4253,Cardowan Moss LNR,NS654672,265400,667200,2600,Scotland,11,2,2014,2015,UKBMS,N
4254,Ullapool,NH125944,212500,894400,1680,Scotland,10,2,2014,2015,UKBMS,N
4255,"Kincraig, Fife",NT468999,346800,699900,1130,Scotland,6,1,2015,2015,UKBMS,N
4256,Glen Creran - Clansman Trail,NN033490,203300,749000,850,Scotland,4,3,2014,2016,UKBMS,N
4257,Preston Mill,NT594778,359400,677800,1995,Scotland,8,2,2014,2015,UKBMS,N
4259,Cambus Village Pools,NS853935,285300,693500,1000,Scotland,3,3,2014,2016,UKBMS,N
4260,"Balanton, Aberfoyle",NN530005,253000,700500,1810,Scotland,9,1,2014,2014,UKBMS,N
4261,Red Fox Valley,NS779738,277900,673800,698,Scotland,12,1,2014,2014,UKBMS,N
4262,Skinflats Pools,NS920832,292000,683200,2480,Scotland,5,3,2014,2016,UKBMS,N
4263,Gathering Stone,NN812021,281200,702100,1000,Scotland,4,2,2014,2015,UKBMS,N
4264,Cambusmore GP,NN643058,264300,705800,1500,Scotland,5,3,2014,2016,UKBMS,N
4265,Darnrigg Moss,NS870752,287000,675200,2000,Scotland,5,3,2014,2016,UKBMS,N
4266,Kinneil,NS963812,296300,681200,1300,Scotland,1,3,2014,2016,UKBMS,N
4267,Whitesands Quarry,NT702768,370200,676800,4130,Scotland,9,1,2015,2015,UKBMS,N
4268,Cathkin Marsh,NS621574,262100,657400,1770,Scotland,11,2,2015,2016,UKBMS,N
4269,Sustrans Lochwinnoch Visitor Centre to St Brydes,NS372598,237200,659800,3000,Scotland,10,2,2015,2016,UKBMS,N
4270,Kirkconnel Flow,NX963703,296300,570300,1063,Scotland,11,1,2015,2015,UKBMS,N
4271,Coulter's Wood,NS606574,260600,657400,1200,Scotland,4,2,2015,2016,UKBMS,N
4272,Barclye,NX392692,239200,569200,3727,Scotland,6,1,2015,2015,UKBMS,N
4273,Kingshill LNR,NS856567,285600,656700,3260,Scotland,8,1,2016,2016,,N
4274,Lower Killeyan to Giol,NR280435,128000,643500,3377,Scotland,10,1,2016,2016,,N
4275,Blacklaw Wood,NS923484,292300,648400,1600,Scotland,5,1,2016,2016,,N
4276,Upper Killeyan,NR275425,127500,642500,2848,Scotland,4,1,2016,2016,,N
4277,Aberarder,NN479875,247900,787500,1500,Scotland,6,1,2016,2016,,N
4278,Sustrans-Old Avon Bridge-Strathclyde Park,NS734554,273400,655400,2000,Scotland,5,1,2016,2016,,N
4279,Longcarse,NS865924,286500,692400,1800,Scotland,2,1,2016,2016,,N
4280,Gordon Castle victorian walled garden,NJ348590,334800,859000,800,Scotland,3,1,2016,2016,,N
4281,Polldubh,NN158684,215800,768400,1500,Scotland,3,1,2016,2016,,N
4282,Belleisle Park,NS330194,233000,619400,2184,Scotland,8,1,2016,2016,,N
4283,Fochabers CC,NJ340591,334000,859100,1000,Scotland,4,1,2016,2016,,N
4284,South River Nevis,NN145684,214500,768400,1500,Scotland,3,1,2016,2016,,N
4285,Rouken Glen Park,NS547579,254700,657900,1000,Scotland,9,1,2016,2016,,N
4301,Fern Valley,WV640510,391309,-76857,785,Channel Isles,4,5,2004,2010,UKBMS,N
4302,Les Landes  - Site 2,WV547560,382076,-71734,2435,Channel Isles,14,8,2004,2015,UKBMS,N
4303,St Catherines Wood Site 3,WV700520,397322,-75936,2541,Channel Isles,8,8,2004,2015,UKBMS,N
4304,Les Blanches Banques Site 4,WV573500,384597,-77768,3189,Channel Isles,8,8,2004,2015,UKBMS,N
4305,Ruth Skinner Fields Site 5,WV550550,382363,-72738,621,Channel Isles,4,8,2004,2015,UKBMS,N
4306,The Elms - Site 6,WV600530,387336,-74804,2109,Channel Isles,11,6,2004,2010,UKBMS,N
4307,La Ville Machon,WV680540,395348,-73910,1261,Channel Isles,7,7,2004,2010,UKBMS,N
4308,HDF Field 823 - site 8.0,WV650530,392336,-74870,251,Channel Isles,3,9,2004,2016,UKBMS,N
4309,HDF Field 851 - Site 8.1,WV660530,393335,-74883,261,Channel Isles,2,6,2004,2009,UKBMS,N
4310,HDF Field 567 - Site 8.2,WV660540,393349,-73883,257,Channel Isles,2,6,2004,2009,UKBMS,N
4311,Ouaisne Fields,WV666518,393919,-76091,686,Channel Isles,6,6,2005,2015,UKBMS,N
4312,Les Creux Country Park - Site 8.4,WV570480,384270,-79764,876,Channel Isles,7,6,2004,2016,UKBMS,N
4313,Eversely Farm Field 421 - Site 8.5,WV690520,396322,-75923,84,Channel Isles,1,9,2004,2016,UKBMS,N
4314,Les Saints Germains,WV640530,391336,-74857,500,Channel Isles,10,7,2004,2015,UKBMS,N
4315,Brian Adair Field 1114,WV645522,391825,-75663,330,Channel Isles,4,7,2004,2016,UKBMS,N
4316,Vermont Farm 864-829 site 8.8,WV590490,386283,-78790,559,Channel Isles,5,6,2004,2009,UKBMS,N
4317,Vermont Farm field 885 site 8.9,WV593496,386591,-78194,234,Channel Isles,3,6,2004,2009,UKBMS,N
4318,Waterland Field 692 site 9.1,WV570530,384336,-74764,476,Channel Isles,2,6,2004,2009,UKBMS,N
4319,Magris Home Field 280 - site 9.2,WV570540,384350,-73764,678,Channel Isles,2,6,2004,2009,UKBMS,N
4320,HDF Field 827 - Site 9.3,WV660530,393335,-74883,492,Channel Isles,1,8,2004,2016,UKBMS,N
4321,RJA Field 848 - Site 9.4,WV650530,392336,-74870,482,Channel Isles,3,6,2004,2009,UKBMS,N
4322,Grouville Golf Course site 10,WV700490,397282,-78936,3569,Channel Isles,10,8,2004,2015,UKBMS,N
4323,Les Mielles Site 11,WV560530,383336,-74751,805,Channel Isles,6,7,2004,2010,UKBMS,N
4324,La Commune site 12,WV660510,393309,-76883,686,Channel Isles,6,8,2004,2016,UKBMS,N
4325,West Park Site 13,WV640490,391283,-78856,988,Channel Isles,7,8,2004,2015,UKBMS,N
4326,Swiss Valley - Site 14,WV670480,394269,-79896,1231,Channel Isles,9,3,2004,2006,UKBMS,N
4327,Green Street Cemetery - Site 15,WV650480,392269,-79869,494,Channel Isles,6,7,2004,2010,UKBMS,N
4328,Howard Davis Park,WV658481,393071,-79780,,Channel Isles,10,4,2008,2016,UKBMS,N
4329,St Ouen's Pond - Site 17,WV662522,393525,-75686,1098,Channel Isles,7,7,2005,2016,UKBMS,N
4330,L'Oeillere Headland,WV560485,383277,-79251,1096,Channel Isles,12,5,2007,2015,UKBMS,N
4331,Grainville School,WV663501,393597,-77787,,Channel Isles,6,3,2007,2010,UKBMS,N
4332,Victoria Tower,WV714506,398703,-77354,442,Channel Isles,6,4,2008,2016,UKBMS,N
4333,South Hill Park,WV651477,392365,-80171,529,Channel Isles,5,3,2010,2016,UKBMS,N
4334,St John's Monument,WV627560,390075,-71840,979,Channel Isles,8,2,2010,2015,UKBMS,N
4335,Rue Grant,WV6893147497,396143,-80474,,Channel Isles,,2,2015,2016,UKBMS,N
4336,Noirmont,WV6057146808,387774,-81052,,Channel Isles,,1,2015,2015,UKBMS,N
4337,Upper Dunes,WV5741950276,384669,-77543,,Channel Isles,,1,2015,2015,UKBMS,N
4338,Sorel,WV6124956423,388580,-71447,,Channel Isles,,1,2015,2015,UKBMS,N
4339,La Ville Machon,WV6801654106,395315,-73853,,Channel Isles,,2,2015,2016,UKBMS,N
4340,Faldouet,WV7090950229,398157,-77768,,Channel Isles,,1,2015,2015,UKBMS,N
4341,Grouville Depot,WV6909448724,396322,-79249,,Channel Isles,,2,2015,2016,UKBMS,N
4342,Le Hurel,WV7008647083,397292,-80903,,Channel Isles,,2,2015,2016,UKBMS,N
4400,Durlston Meadows,SZ024773,402400,77300,2031,England,8,6,2011,2016,UKBMS,N
4401,Durlston NORTH meadows,SZ025778,402500,77800,1632,England,8,4,2011,2014,UKBMS,N
4403,Canford Heath NNR,SZ024964,402400,96400,,England,,1,2013,2013,UKBMS,N
4404,Bracketts Coppice II (DWT),ST515066,351500,106600,2660,England,10,3,2014,2016,UKBMS,N
4405,Avon Heath North 2014,SU125032,412500,103200,2000,England,6,3,2014,2016,UKBMS,N
4406,Ryewater Nursery,ST665105,366500,110500,2800,England,9,2,2015,2016,UKBMS,N
4407,Higher Hyde Heath (DWT) II,SY855903,385500,90300,1720,England,9,1,2016,2016,,N
4500,Saltlands Community Woodland,ST300382,330000,138200,2440,England,5,2,2011,2012,UKBMS,N
4501,Royate Hill,ST618748,361800,174800,400,England,5,5,2011,2015,UKBMS,N
4502,Leigh Woods,ST561733,356100,173300,,England,8,1,2011,2011,UKBMS,N
4503,Gilling Down,ST497324,349700,132400,1250,England,7,6,2011,2016,UKBMS,N
4504,Collard Hill,ST487341,348700,134100,1278,England,7,6,2011,2016,UKBMS,N
4505,Black Rock Quarry Portishead,ST457747,345700,174700,550,England,4,1,2011,2011,UKBMS,N
4506,Shute Shelve Hill,ST423549,342300,154900,2750,England,7,6,2011,2016,UKBMS,N
4507,Avon Gorge 3,ST560730,356000,173000,1412,England,4,2,2011,2012,UKBMS,N
4508,Ebbor Gorge 2011,ST528488,352800,148800,,England,9,2,2011,2012,UKBMS,N
4509,East Field,ST437305,343700,130500,1400,England,9,5,2012,2016,UKBMS,N
4510,Higher Vexford,ST110369,311000,136900,1280,England,7,4,2012,2015,UKBMS,N
4511,Ash Priors Common (2013),ST152289,315200,128900,,England,,4,2013,2016,UKBMS,N
4512,Netherclay,ST197250,319700,125000,,England,,4,2013,2016,UKBMS,N
4513,New Hill & Tannager,ST498318,349800,131800,,England,,4,2013,2016,UKBMS,N
4514,Wych Lodge Valley,ST251199,325100,119900,,England,,4,2013,2016,UKBMS,N
4515,Lordleaze,ST331081,333100,108100,,England,,2,2013,2014,UKBMS,N
4516,Shapwick Heath East,ST426406,342600,140600,,England,,4,2013,2016,UKBMS,N
4517,Shapwick Heath Canada Farm,ST417406,341700,140600,,England,,4,2013,2016,UKBMS,N
4518,Cheddar Wood 2013,ST448556,344800,155600,2300,England,15,4,2013,2016,UKBMS,N
4519,Ubley Warren 2013,ST505556,350500,155600,,England,,4,2013,2016,UKBMS,N
4521,Lower Chelmsine,ST192185,319200,118500,1500,England,7,3,2014,2016,UKBMS,N
4522,Edford Meadows,ST674489,367400,148900,1727,England,11,3,2014,2016,UKBMS,N
4523,West Sedgemoor (North),ST377283,337700,128300,2120,England,5,3,2014,2016,UKBMS,N
4524,Steart Marsh North,ST273454,327300,145400,1700,England,6,3,2014,2016,UKBMS,N
4525,Plotgate,ST546327,354600,132700,530,England,4,2,2014,2015,UKBMS,N
4526,Bennett's Patch and White's Paddock,ST551752,355100,175200,1300,England,8,2,2015,2016,UKBMS,N
4527,Nettlecombe,ST053377,305300,137700,2100,England,7,2,2015,2016,UKBMS,N
4528,Priddy Mineries,ST546510,354600,151000,3641,England,11,2,2015,2016,UKBMS,N
4529,Single Hill & Stony Littleton,ST722563,372200,156300,2229,England,7,2,2015,2016,UKBMS,N
4530,Steart Marshes: Stockland Marsh (BT1),ST247440,324700,144000,1260,England,6,2,2015,2016,UKBMS,N
4531,Steart Marshes: Wetland Walkway (BT2),ST257438,325700,143800,3000,England,6,2,2015,2016,UKBMS,N
4532,Knyfton's Firs,ST500501,350000,150100,330,England,3,2,2015,2016,UKBMS,N
4533,Church Hill and Wain's Hill,ST395709,339500,170900,2300,England,9,1,2016,2016,,N
4534,Meads Eco Park,ST292362,329200,136200,3130,England,12,1,2016,2016,,N
4535,Long Run and Roughmoor,ST213253,321300,125300,3200,England,9,1,2016,2016,,N
4536,Uphill and Walborough,ST315582,331500,158200,2850,England,6,1,2016,2016,,N
4537,Lusty Hill Farm,ST681341,368100,134100,1120,England,9,1,2016,2016,,N
4601,Chiddingfold Forest East,SU985344,498500,134400,4960,England,15,2,2015,2016,UKBMS,N
4602,Chiddingfold Forest West,SU982337,498200,133700,3750,England,14,2,2015,2016,UKBMS,N
4603,"Foxley Wood, Purley",TQ315604,531500,160400,1990,England,11,2,2015,2016,UKBMS,N
4604,"West Hanger, Shere Woodlands",TQ066490,506600,149000,1830,England,7,2,2015,2016,UKBMS,N
4605,"Runnymede, Egham (2015 route)",TQ005718,500500,171800,2200,England,9,2,2015,2016,UKBMS,N
4606,"Bay Pond, Godstone",TQ353516,535300,151600,1030,England,8,2,2015,2016,UKBMS,N
4607,Wimbledon Common SW and Fishponds Wood,TQ219712,521900,171200,3390,England,12,2,2015,2016,UKBMS,N
4608,"Shortfield Common, Frensham",SU841422,484100,142200,1000,England,6,2,2015,2016,UKBMS,N
4609,Wimbledon Common (2015 route),TQ231725,523100,172500,2810,England,12,2,2015,2016,UKBMS,N
4610,RHS Wisley - Wild Area and Pinetum,TQ063590,506300,159000,620,England,2,1,2015,2015,UKBMS,N
4611,RHS Wisley - Main Garden,TQ062581,506200,158100,1130,England,5,1,2015,2015,UKBMS,N
4612,Chiddingfold Forest South,SU981323,498100,132300,1530,England,4,2,2015,2016,UKBMS,N
4613,"Rodborough Common, Milford",SU935417,493500,141700,2500,England,11,1,2015,2015,UKBMS,N
4614,Brentmoor Heath Cuckoo Hill,SU933610,493300,161000,1330,England,5,2,2015,2016,UKBMS,N
4615,Tolworth Court Farm,TQ198649,519800,164900,2550,England,10,2,2015,2016,UKBMS,N
4616,"Pilgrim's Meadow, Farnham",SU856475,485600,147500,440,England,4,1,2015,2015,UKBMS,N
4617,Chobham Grazing South,SU974645,497400,164500,1545,England,6,2,2015,2016,UKBMS,N
4618,Merrow Downs,TQ026498,502600,149800,3347,England,15,1,2016,2016,,N
4619,Blindley Heath,TQ367448,536700,144800,2090,England,9,1,2016,2016,,N
4620,Chipstead Downs and Fames Rough,TQ268573,526800,157300,3771,England,12,1,2016,2016,,N
4621,Horton Country Park North,TQ194630,519400,163000,3208,England,14,1,2016,2016,,N
4622,"The Mount, Guildford",SU976487,497600,148700,2978,England,7,1,2016,2016,,N
4623,Barnes Common,TQ222759,522200,175900,3006,England,10,1,2016,2016,,N
4624,"Nonsuch Park, Cheam",TQ231637,523100,163700,3229,England,11,1,2016,2016,,N
4625,Leith Hill Place,TQ130421,513000,142100,3285,England,15,1,2016,2016,,N
4626,Reigate Heath,TQ235501,523500,150100,3358,England,12,1,2016,2016,,N
4627,Spynes Mere,TQ306524,530600,152400,1688,England,8,1,2016,2016,,N
4628,"Inholms Clay Pit, North Holmwood",TQ173471,517300,147100,1575,England,10,1,2016,2016,,N
4629,Selsdon Wood,TQ362615,536200,161500,2953,England,13,1,2016,2016,,N
4630,Water Colours/Moors,TQ291514,529100,151400,1225,England,4,1,2016,2016,,N
4631,Dawney's Hill Common and Brookwood Cemetery,SU947565,494700,156500,3927,England,13,1,2016,2016,,N
4632,Featherbed Lane GC,TQ377620,537700,162000,1227,England,3,1,2016,2016,,N
4633,RSPB Farnham Heath - East,SU861438,486100,143800,2280,England,7,1,2016,2016,,N
4700,Bushy Bank,SU583915,458300,191500,1010,England,7,2,2015,2016,UKBMS,N
4701,Marlow Common North,SU824870,482400,187000,50,England,1,2,2015,2016,UKBMS,N
4702,Yoesden,SU788981,478800,198100,,England,8,1,2015,2015,UKBMS,N
4703,Yoesden 2016 route,SU788981,478800,198100,,England,11,1,2016,2016,,N
4800,Wollaton LNR,SK527402,452700,340200,800,England,8,2,2015,2016,UKBMS,N
4801,Ollerton Pit Wood,SK675675,467500,367500,4000,England,10,2,2015,2016,UKBMS,N
4802,Bardon Hill Quarry 2,SK460131,446000,313100,,England,8,2,2015,2016,UKBMS,N
4803,Donisthorpe Woodland Park,SK315140,431500,314000,,England,13,2,2015,2016,UKBMS,N
4804,Great Glen,SK975655,497500,365500,,England,10,2,2015,2016,UKBMS,N
4805,Croft Hill Nature Trail,SP513970,451300,297000,,England,10,1,2016,2016,,N
4806,Sarah's Wood,SK313157,431300,315700,,England,9,1,2016,2016,,N
4807,Elton Guide Campsite,SK765401,476500,340100,940,England,10,1,2016,2016,,N
4808,Skylarks NR,SK625385,462500,338500,1600,England,5,1,2016,2016,,N
4809,Gedling Country Park,SK621443,462100,344300,1399,England,8,1,2016,2016,,N
4810,King's Meadow,SK558385,455800,338500,400,England,5,1,2016,2016,,N
4811,Sandy Lane Open Space LNR Bramcote,SK515385,451500,338500,1300,England,1,1,2016,2016,,N
4812,Toyota UK Burnaston Pond,SK287303,428700,330300,825,England,1,1,2016,2016,,N
4813,Toyota UK Burnaston Meadow,SK289312,428900,331200,820,England,5,1,2016,2016,,N
4814,Toyota UK Burnaston Grid 1 to Buildings,SK288307,428800,330700,1565,England,8,1,2016,2016,,N
4815,Toyota UK Burnaston Grid 2 to Buildings,SK294307,429400,330700,802,England,6,1,2016,2016,,N
4816,Rowthorne Trail,SK480647,448000,364700,4550,England,4,1,2016,2016,,N
4817,Coton Park LNR,SK270180,427000,318000,1450,England,6,1,2016,2016,,N
4818,"Seal Brook Wood, Netherseal",SK264124,426400,312400,1916,England,8,1,2016,2016,,N
4819,"Lightwood, Buxton",SK054751,405400,375100,2260,England,8,1,2016,2016,,N
4820,Hilton Gravel Pits NR,SK247314,424700,331400,2276,England,10,1,2016,2016,,N
4821,"Gnathole Farm, Glossop",SK035926,403500,392600,990,England,9,1,2016,2016,,N
4822,"Greenhead, Baslow",SK258727,425800,372700,850,England,8,1,2016,2016,,N
4823,Hardwick Park - Section 11,SK456639,445600,363900,300,England,1,1,2016,2016,,N
4824,Carr Vale 2,SK462695,446200,369500,1350,England,5,1,2016,2016,,N
4825,Lawrence Field and Padley,SK256801,425600,380100,1300,England,7,1,2016,2016,,N
4826,Sherwood Forest NNR,SK622682,462200,368200,1804,England,6,1,2016,2016,,N
4900,Studland Common,SZ276922,427600,92200,1800,England,10,1,2016,2016,,N
